Bench_Name,Score
Intel Xeon D-2143IT @ 2.20GHz,12116
Intel Xeon D-2146NT @ 2.30GHz,11736
Intel Xeon D-2166NT @ 2.00GHz,15105
Intel Xeon D-2183IT @ 2.20GHz,19377
Intel Xeon D-2187NT @ 2.00GHz,18070
Intel Xeon D-2712T @ 1.90GHz,7990
Intel Xeon D-2733NT @ 2.10GHz,16206
Intel Xeon D-2752TER @ 1.80GHz,19074
Intel Xeon D-2753NT @ 2.00GHz,20626
Intel Xeon D-2766NT @ 2.00GHz,24013
Intel Xeon D-2775TE @ 2.00GHz,27299
Intel Xeon D-2795NT @ 2.00GHz,28463
Intel Xeon D-2796TE @ 2.00GHz,26479
Intel Xeon D-2799 @ 2.40GHz,33792
Intel Xeon E E-2414,11864
Intel Xeon E E-2434,15137
Intel Xeon E E-2486,23605
Intel Xeon E-2104G @ 3.20GHz,5868
Intel Xeon E-2124 @ 3.30GHz,6776
Intel Xeon E-2124G @ 3.40GHz,7203
Intel Xeon E-2126G @ 3.30GHz,10460
Intel Xeon E-2134 @ 3.50GHz,9363
Intel Xeon E-2136 @ 3.30GHz,13052
Intel Xeon E-2144G @ 3.60GHz,9421
Intel Xeon E-2146G @ 3.50GHz,13240
Intel Xeon E-2174G @ 3.80GHz,9539
Intel Xeon E-2176G @ 3.70GHz,13636
Intel Xeon E-2176M @ 2.70GHz,10814
Intel Xeon E-2186G @ 3.80GHz,13545
Intel Xeon E-2186M @ 2.90GHz,11194
Intel Xeon E-2224 @ 3.40GHz,7165
Intel Xeon E-2224G @ 3.50GHz,7541
Intel Xeon E-2226G @ 3.40GHz,11167
Intel Xeon E-2226GE @ 3.40GHz,10026
Intel Xeon E-2234 @ 3.60GHz,9659
Intel Xeon E-2236 @ 3.40GHz,13836
Intel Xeon E-2244G @ 3.80GHz,9532
Intel Xeon E-2246G @ 3.60GHz,13907
Intel Xeon E-2254ML @ 1.70GHz,6333
Intel Xeon E-2274G @ 4.00GHz,9808
Intel Xeon E-2276G @ 3.80GHz,14072
Intel Xeon E-2276M @ 2.80GHz,11654
Intel Xeon E-2276ME @ 2.80GHz,8167
Intel Xeon E-2276ML @ 2.00GHz,6353
Intel Xeon E-2278G @ 3.40GHz,16912
Intel Xeon E-2278GE @ 3.30GHz,15956
Intel Xeon E-2278GEL @ 2.00GHz,12024
Intel Xeon E-2286G @ 4.00GHz,13988
Intel Xeon E-2286M @ 2.40GHz,15119
Intel Xeon E-2288G @ 3.70GHz,17443
Intel Xeon E-2314 @ 2.80GHz,7752
Intel Xeon E-2324G @ 3.10GHz,10339
Intel Xeon E-2334 @ 3.40GHz,12157
Intel Xeon E-2336 @ 2.90GHz,16209
Intel Xeon E-2356G @ 3.20GHz,18391
Intel Xeon E-2374G @ 3.70GHz,13726
Intel Xeon E-2378 @ 2.60GHz,17151
Intel Xeon E-2378G @ 2.80GHz,21146
Intel Xeon E-2386G @ 3.50GHz,19468
Intel Xeon E-2388G @ 3.20GHz,23561
Intel Xeon E-2436,21708
Intel Xeon E-2456,20723
Intel Xeon E-2468,26652
Intel Xeon E-2478,27880
Intel Xeon E-2488,31438
Intel Xeon E3-1205 v6 @ 3.00GHz,5682
Intel Xeon E3-1220 @ 3.10GHz,3870
Intel Xeon E3-1220 V2 @ 3.10GHz,4657
Intel Xeon E3-1220 v3 @ 3.10GHz,5170
Intel Xeon E3-1220 v5 @ 3.00GHz,5726
Intel Xeon E3-1220 v6 @ 3.00GHz,5609
Intel Xeon E3-1220L @ 2.20GHz,2263
Intel Xeon E3-1220L V2 @ 2.30GHz,2551
Intel Xeon E3-1220L v3 @ 1.10GHz,1407
Intel Xeon E3-1225 @ 3.10GHz,3908
Intel Xeon E3-1225 V2 @ 3.20GHz,4702
Intel Xeon E3-1225 v3 @ 3.20GHz,5314
Intel Xeon E3-1225 v5 @ 3.30GHz,5956
Intel Xeon E3-1225 v6 @ 3.30GHz,5804
Intel Xeon E3-1226 v3 @ 3.30GHz,5523
Intel Xeon E3-1230 @ 3.20GHz,5138
Intel Xeon E3-1230 V2 @ 3.30GHz,6182
Intel Xeon E3-1230 v3 @ 3.30GHz,6842
Intel Xeon E3-1230 v5 @ 3.40GHz,7914
Intel Xeon E3-1230 v6 @ 3.50GHz,8069
Intel Xeon E3-1230L v3 @ 1.80GHz,5305
Intel Xeon E3-1231 v3 @ 3.40GHz,7029
Intel Xeon E3-1235 @ 3.20GHz,5037
Intel Xeon E3-1235L v5 @ 2.00GHz,5013
Intel Xeon E3-1240 @ 3.30GHz,5332
Intel Xeon E3-1240 V2 @ 3.40GHz,6391
Intel Xeon E3-1240 v3 @ 3.40GHz,7008
Intel Xeon E3-1240 v5 @ 3.50GHz,8249
Intel Xeon E3-1240 v6 @ 3.70GHz,8724
Intel Xeon E3-1240L v3 @ 2.00GHz,5679
Intel Xeon E3-1240L v5 @ 2.10GHz,6547
Intel Xeon E3-1241 v3 @ 3.50GHz,7162
Intel Xeon E3-1245 @ 3.30GHz,5356
Intel Xeon E3-1245 V2 @ 3.40GHz,6361
Intel Xeon E3-1245 v3 @ 3.40GHz,7011
Intel Xeon E3-1245 v5 @ 3.50GHz,8012
Intel Xeon E3-1245 v6 @ 3.70GHz,8662
Intel Xeon E3-1246 v3 @ 3.50GHz,7221
Intel Xeon E3-1260L @ 2.40GHz,4080
Intel Xeon E3-1260L v5 @ 2.90GHz,8254
Intel Xeon E3-1265L @ 2.40GHz,3912
Intel Xeon E3-1265L V2 @ 2.50GHz,5087
Intel Xeon E3-1265L v3 @ 2.50GHz,6167
Intel Xeon E3-1265L v4 @ 2.30GHz,6954
Intel Xeon E3-1268L v3 @ 2.30GHz,5574
Intel Xeon E3-1268L v5 @ 2.40GHz,6334
Intel Xeon E3-1270 @ 3.40GHz,5375
Intel Xeon E3-1270 V2 @ 3.50GHz,6498
Intel Xeon E3-1270 v3 @ 3.50GHz,7232
Intel Xeon E3-1270 v5 @ 3.60GHz,8325
Intel Xeon E3-1270 v6 @ 3.80GHz,8961
Intel Xeon E3-1270L v4 @ 3.00GHz,7662
Intel Xeon E3-1271 v3 @ 3.60GHz,7411
Intel Xeon E3-1275 @ 3.40GHz,5487
Intel Xeon E3-1275 V2 @ 3.50GHz,6627
Intel Xeon E3-1275 v3 @ 3.50GHz,7137
Intel Xeon E3-1275 v5 @ 3.60GHz,8305
Intel Xeon E3-1275 v6 @ 3.80GHz,9206
Intel Xeon E3-1275L v3 @ 2.70GHz,6327
Intel Xeon E3-1276 v3 @ 3.60GHz,7563
Intel Xeon E3-1280 @ 3.50GHz,5612
Intel Xeon E3-1280 V2 @ 3.60GHz,6607
Intel Xeon E3-1280 v3 @ 3.60GHz,7214
Intel Xeon E3-1280 v5 @ 3.70GHz,8254
Intel Xeon E3-1280 v6 @ 3.90GHz,9093
Intel Xeon E3-1281 v3 @ 3.70GHz,7552
Intel Xeon E3-1285 v3 @ 3.60GHz,7211
Intel Xeon E3-1285 v4 @ 3.50GHz,7743
Intel Xeon E3-1285 v6 @ 4.10GHz,9552
Intel Xeon E3-1285L v3 @ 3.10GHz,6874
Intel Xeon E3-1285L v4 @ 3.40GHz,8096
Intel Xeon E3-1286 v3 @ 3.70GHz,7879
Intel Xeon E3-1286L v3 @ 3.20GHz,6929
Intel Xeon E3-1290 @ 3.60GHz,5429
Intel Xeon E3-1290 V2 @ 3.70GHz,6354
Intel Xeon E3-1505L v5 @ 2.00GHz,5083
Intel Xeon E3-1505L v6 @ 2.20GHz,5882
Intel Xeon E3-1505M v5 @ 2.80GHz,6981
Intel Xeon E3-1505M v6 @ 3.00GHz,7418
Intel Xeon E3-1515M v5 @ 2.80GHz,5925
Intel Xeon E3-1535M v5 @ 2.90GHz,7507
Intel Xeon E3-1535M v6 @ 3.10GHz,8100
Intel Xeon E3-1545M v5 @ 2.90GHz,7615
Intel Xeon E3-1558L v5 @ 1.90GHz,7634
Intel Xeon E3-1565L v5 @ 2.50GHz,7325
Intel Xeon E3-1575M v5 @ 3.00GHz,7746
Intel Xeon E3-1585 v5 @ 3.50GHz,8408
Intel Xeon E3-1585L v5 @ 3.00GHz,8092
Intel Xeon E3110 @ 3.00GHz,1295
Intel Xeon E3113 @ 3.00GHz,1429
Intel Xeon E3120 @ 3.16GHz,1408
Intel Xeon E5-1410 @ 2.80GHz,4852
Intel Xeon E5-1410 v2 @ 2.80GHz,5568
Intel Xeon E5-1428L v2 @ 2.20GHz,6255
Intel Xeon E5-1603 @ 2.80GHz,3474
Intel Xeon E5-1603 v3 @ 2.80GHz,4454
Intel Xeon E5-1603 v4 @ 2.80GHz,4710
Intel Xeon E5-1607 @ 3.00GHz,3790
Intel Xeon E5-1607 v2 @ 3.00GHz,4137
Intel Xeon E5-1607 v3 @ 3.10GHz,4926
Intel Xeon E5-1607 v4 @ 3.10GHz,5171
Intel Xeon E5-1620 @ 3.60GHz,5842
Intel Xeon E5-1620 v2 @ 3.70GHz,6496
Intel Xeon E5-1620 v3 @ 3.50GHz,6961
Intel Xeon E5-1620 v4 @ 3.50GHz,7322
Intel Xeon E5-1630 v3 @ 3.70GHz,7412
Intel Xeon E5-1630 v4 @ 3.70GHz,7584
Intel Xeon E5-1650 @ 3.20GHz,8049
Intel Xeon E5-1650 v2 @ 3.50GHz,9305
Intel Xeon E5-1650 v3 @ 3.50GHz,10376
Intel Xeon E5-1650 v4 @ 3.60GHz,11315
Intel Xeon E5-1660 @ 3.30GHz,8323
Intel Xeon E5-1660 v2 @ 3.70GHz,10306
Intel Xeon E5-1660 v3 @ 3.00GHz,12554
Intel Xeon E5-1660 v4 @ 3.20GHz,13247
Intel Xeon E5-1680 v2 @ 3.00GHz,12345
Intel Xeon E5-1680 v3 @ 3.20GHz,13302
Intel Xeon E5-1680 v4 @ 3.40GHz,14205
Intel Xeon E5-1681 v3 @ 2.90GHz,14820
Intel Xeon E5-2403 @ 1.80GHz,2367
Intel Xeon E5-2403 v2 @ 1.80GHz,2624
Intel Xeon E5-2407 @ 2.20GHz,2628
Intel Xeon E5-2407 v2 @ 2.40GHz,3378
Intel Xeon E5-2418L @ 2.00GHz,3518
Intel Xeon E5-2418L v2 @ 2.00GHz,5380
Intel Xeon E5-2420 @ 1.90GHz,5018
Intel Xeon E5-2420 v2 @ 2.20GHz,6332
Intel Xeon E5-2428L v2 @ 1.80GHz,6697
Intel Xeon E5-2430 @ 2.20GHz,5770
Intel Xeon E5-2430 v2 @ 2.50GHz,6859
Intel Xeon E5-2430L @ 2.00GHz,5300
Intel Xeon E5-2430L v2 @ 2.40GHz,6248
Intel Xeon E5-2440 @ 2.40GHz,6091
Intel Xeon E5-2440 v2 @ 1.90GHz,7565
Intel Xeon E5-2448L v2 @ 1.80GHz,6774
Intel Xeon E5-2450 @ 2.10GHz,7534
Intel Xeon E5-2450 v2 @ 2.50GHz,9088
Intel Xeon E5-2450L @ 1.80GHz,6047
Intel Xeon E5-2470 @ 2.30GHz,8325
Intel Xeon E5-2470 v2 @ 2.40GHz,10702
Intel Xeon E5-2603 @ 1.80GHz,2335
Intel Xeon E5-2603 v2 @ 1.80GHz,2735
Intel Xeon E5-2603 v3 @ 1.60GHz,3768
Intel Xeon E5-2603 v4 @ 1.70GHz,4373
Intel Xeon E5-2608L v3 @ 2.00GHz,6415
Intel Xeon E5-2608L v4 @ 1.60GHz,7447
Intel Xeon E5-2609 @ 2.40GHz,2912
Intel Xeon E5-2609 v2 @ 2.50GHz,3339
Intel Xeon E5-2609 v3 @ 1.90GHz,4499
Intel Xeon E5-2609 v4 @ 1.70GHz,5418
Intel Xeon E5-2618L v3 @ 2.30GHz,11310
Intel Xeon E5-2618L v4 @ 2.20GHz,12472
Intel Xeon E5-2620 @ 2.00GHz,5330
Intel Xeon E5-2620 v2 @ 2.10GHz,6231
Intel Xeon E5-2620 v3 @ 2.40GHz,7764
Intel Xeon E5-2620 v4 @ 2.10GHz,9231
Intel Xeon E5-2623 v3 @ 3.00GHz,6632
Intel Xeon E5-2623 v4 @ 2.60GHz,6868
Intel Xeon E5-2628 v3 @ 2.50GHz,8447
Intel Xeon E5-2628L v2 @ 1.90GHz,7085
Intel Xeon E5-2628L v3 @ 2.00GHz,9949
Intel Xeon E5-2628L v4 @ 1.90GHz,11079
Intel Xeon E5-2629 v3 @ 2.40GHz,9380
Intel Xeon E5-2630 @ 2.30GHz,6086
Intel Xeon E5-2630 v2 @ 2.60GHz,7473
Intel Xeon E5-2630 v3 @ 2.40GHz,10245
Intel Xeon E5-2630 v4 @ 2.20GHz,11374
Intel Xeon E5-2630L @ 2.00GHz,5305
Intel Xeon E5-2630L v2 @ 2.40GHz,6707
Intel Xeon E5-2630L v3 @ 1.80GHz,8630
Intel Xeon E5-2630L v4 @ 1.80GHz,9804
Intel Xeon E5-2637 @ 3.00GHz,2978
Intel Xeon E5-2637 v2 @ 3.50GHz,6475
Intel Xeon E5-2637 v3 @ 3.50GHz,7244
Intel Xeon E5-2637 v4 @ 3.50GHz,7463
Intel Xeon E5-2640 @ 2.50GHz,6297
Intel Xeon E5-2640 v2 @ 2.00GHz,7632
Intel Xeon E5-2640 v3 @ 2.60GHz,11016
Intel Xeon E5-2640 v4 @ 2.40GHz,12436
Intel Xeon E5-2643 @ 3.30GHz,5233
Intel Xeon E5-2643 v2 @ 3.50GHz,9233
Intel Xeon E5-2643 v3 @ 3.40GHz,10190
Intel Xeon E5-2643 v4 @ 3.40GHz,11074
Intel Xeon E5-2648L @ 1.80GHz,5262
Intel Xeon E5-2648L v2 @ 1.90GHz,8828
Intel Xeon E5-2648L v3 @ 1.80GHz,9847
Intel Xeon E5-2648L v4 @ 1.80GHz,11839
Intel Xeon E5-2649 v3 @ 2.30GHz,12399
Intel Xeon E5-2650 @ 2.00GHz,7356
Intel Xeon E5-2650 v2 @ 2.60GHz,9783
Intel Xeon E5-2650 v3 @ 2.30GHz,11651
Intel Xeon E5-2650 v4 @ 2.20GHz,13218
Intel Xeon E5-2650L @ 1.80GHz,6055
Intel Xeon E5-2650L v2 @ 1.70GHz,7612
Intel Xeon E5-2650L v3 @ 1.80GHz,11865
Intel Xeon E5-2650L v4 @ 1.70GHz,12773
Intel Xeon E5-2651 v2 @ 1.80GHz,9631
Intel Xeon E5-2658 @ 2.10GHz,6232
Intel Xeon E5-2658 v2 @ 2.40GHz,10559
Intel Xeon E5-2658 v3 @ 2.20GHz,13487
Intel Xeon E5-2658 v4 @ 2.30GHz,14434
Intel Xeon E5-2658A v3 @ 2.20GHz,14879
Intel Xeon E5-2660 @ 2.20GHz,8074
Intel Xeon E5-2660 v2 @ 2.20GHz,10349
Intel Xeon E5-2660 v3 @ 2.60GHz,13033
Intel Xeon E5-2660 v4 @ 2.00GHz,15487
Intel Xeon E5-2663 v3 @ 2.80GHz,11777
Intel Xeon E5-2665 @ 2.40GHz,8280
Intel Xeon E5-2666 v3 @ 2.90GHz,14026
Intel Xeon E5-2666 v4 @ 2.80GHz,17958
Intel Xeon E5-2667 @ 2.90GHz,7462
Intel Xeon E5-2667 v2 @ 3.30GHz,12161
Intel Xeon E5-2667 v3 @ 3.20GHz,12410
Intel Xeon E5-2667 v4 @ 3.20GHz,13794
Intel Xeon E5-2669 v3 @ 2.30GHz,16107
Intel Xeon E5-2670 @ 2.60GHz,8880
Intel Xeon E5-2670 v2 @ 2.50GHz,11299
Intel Xeon E5-2670 v3 @ 2.30GHz,13476
Intel Xeon E5-2673 v2 @ 3.30GHz,12127
Intel Xeon E5-2673 v3 @ 2.40GHz,13643
Intel Xeon E5-2673 v4 @ 2.30GHz,21098
Intel Xeon E5-2675 v3 @ 1.80GHz,13180
Intel Xeon E5-2676 v3 @ 2.40GHz,13079
Intel Xeon E5-2676 v4 @ 2.40GHz,18978
Intel Xeon E5-2678 v3 @ 2.50GHz,14664
Intel Xeon E5-2679 v4 @ 2.50GHz,24131
Intel Xeon E5-2680 @ 2.70GHz,9264
Intel Xeon E5-2680 v2 @ 2.80GHz,12642
Intel Xeon E5-2680 v3 @ 2.50GHz,14829
Intel Xeon E5-2680 v4 @ 2.40GHz,17222
Intel Xeon E5-2680R v4 @ 2.40GHz,17487
Intel Xeon E5-2682 v4 @ 2.50GHz,17769
Intel Xeon E5-2683 v3 @ 2.00GHz,14778
Intel Xeon E5-2683 v4 @ 2.10GHz,17472
Intel Xeon E5-2685 v3 @ 2.60GHz,12944
Intel Xeon E5-2686 v3 @ 2.00GHz,18148
Intel Xeon E5-2686 v4 @ 2.30GHz,19798
Intel Xeon E5-2687W @ 3.10GHz,10025
Intel Xeon E5-2687W v2 @ 3.40GHz,12340
Intel Xeon E5-2687W v3 @ 3.10GHz,14567
Intel Xeon E5-2687W v4 @ 3.00GHz,17781
Intel Xeon E5-2689 @ 2.60GHz,9460
Intel Xeon E5-2689 v4 @ 3.10GHz,17099
Intel Xeon E5-2690 @ 2.90GHz,9723
Intel Xeon E5-2690 v2 @ 3.00GHz,13290
Intel Xeon E5-2690 v3 @ 2.60GHz,16079
Intel Xeon E5-2690 v4 @ 2.60GHz,19248
Intel Xeon E5-2692 v2 @ 2.20GHz,12119
Intel Xeon E5-2695 v2 @ 2.40GHz,13324
Intel Xeon E5-2695 v3 @ 2.30GHz,16542
Intel Xeon E5-2695 v4 @ 2.10GHz,18848
Intel Xeon E5-2696 v2 @ 2.50GHz,13959
Intel Xeon E5-2696 v3 @ 2.30GHz,21378
Intel Xeon E5-2696 v4 @ 2.20GHz,24644
Intel Xeon E5-2697 v2 @ 2.70GHz,14248
Intel Xeon E5-2697 v3 @ 2.60GHz,18202
Intel Xeon E5-2697 v4 @ 2.30GHz,20994
Intel Xeon E5-2697A v4 @ 2.60GHz,21526
Intel Xeon E5-2697R v4 @ 2.30GHz,20843
Intel Xeon E5-2698 v3 @ 2.30GHz,18920
Intel Xeon E5-2698 v4 @ 2.20GHz,22615
Intel Xeon E5-2698B v3 @ 2.00GHz,16287
Intel Xeon E5-2698R v4 @ 2.20GHz,25605
Intel Xeon E5-2699 v3 @ 2.30GHz,20038
Intel Xeon E5-2699 v4 @ 2.20GHz,24669
Intel Xeon E5-2699A v4 @ 2.40GHz,26739
Intel Xeon E5-2699C v4 @ 2.20GHz,21113
Intel Xeon E5-4603 @ 2.00GHz,3391
Intel Xeon E5-4607 v2 @ 2.60GHz,6986
Intel Xeon E5-4610 @ 2.40GHz,6460
Intel Xeon E5-4610 v3 @ 1.70GHz,7229
Intel Xeon E5-4617 @ 2.90GHz,6298
Intel Xeon E5-4620 @ 2.20GHz,6635
Intel Xeon E5-4620 v2 @ 2.60GHz,9424
Intel Xeon E5-4620 v3 @ 2.00GHz,10525
Intel Xeon E5-4627 v2 @ 3.30GHz,9425
Intel Xeon E5-4627 v3 @ 2.60GHz,11344
Intel Xeon E5-4627 v4 @ 2.60GHz,12969
Intel Xeon E5-4628L v4 @ 1.80GHz,11503
Intel Xeon E5-4640 @ 2.40GHz,7012
Intel Xeon E5-4640 v3 @ 1.90GHz,10372
Intel Xeon E5-4648 v3 @ 1.70GHz,9061
Intel Xeon E5-4650 @ 2.70GHz,8651
Intel Xeon E5-4650 v2 @ 2.40GHz,10946
Intel Xeon E5-4650 v3 @ 2.10GHz,10838
Intel Xeon E5-4650 v4 @ 2.20GHz,16225
Intel Xeon E5-4650L @ 2.60GHz,8533
Intel Xeon E5-4655 v3 @ 2.90GHz,9377
Intel Xeon E5-4655 v4 @ 2.50GHz,10912
Intel Xeon E5-4657L v2 @ 2.40GHz,11613
Intel Xeon E5-4660 v3 @ 2.10GHz,14167
Intel Xeon E5-4660 v4 @ 2.20GHz,15375
Intel Xeon E5-4667 v3 @ 2.00GHz,15397
Intel Xeon E5-4667 v4 @ 2.20GHz,20319
Intel Xeon E5-4669 v3 @ 2.10GHz,17430
Intel Xeon E5-4669 v4 @ 2.20GHz,23472
Intel Xeon E5205 @ 1.86GHz,838
Intel Xeon E5240 @ 3.00GHz,1448
Intel Xeon E5310 @ 1.60GHz,1306
Intel Xeon E5320 @ 1.86GHz,1469
Intel Xeon E5335 @ 2.00GHz,1549
Intel Xeon E5345 @ 2.33GHz,1868
Intel Xeon E5405 @ 2.00GHz,1753
Intel Xeon E5410 @ 2.33GHz,2032
Intel Xeon E5420 @ 2.50GHz,2044
Intel Xeon E5430 @ 2.66GHz,2256
Intel Xeon E5440 @ 2.83GHz,2367
Intel Xeon E5450 @ 3.00GHz,2584
Intel Xeon E5462 @ 2.80GHz,2213
Intel Xeon E5472 @ 3.00GHz,2333
Intel Xeon E5502 @ 1.87GHz,837
Intel Xeon E5503 @ 2.00GHz,804
Intel Xeon E5504 @ 2.00GHz,1677
Intel Xeon E5506 @ 2.13GHz,1961
Intel Xeon E5507 @ 2.27GHz,1943
Intel Xeon E5520 @ 2.27GHz,2541
Intel Xeon E5530 @ 2.40GHz,2739
Intel Xeon E5540 @ 2.53GHz,2805
Intel Xeon E5603 @ 1.60GHz,1935
Intel Xeon E5606 @ 2.13GHz,2443
Intel Xeon E5607 @ 2.27GHz,2578
Intel Xeon E5620 @ 2.40GHz,3523
Intel Xeon E5630 @ 2.53GHz,3796
Intel Xeon E5640 @ 2.67GHz,3880
Intel Xeon E5645 @ 2.40GHz,4921
Intel Xeon E5649 @ 2.53GHz,5646
Intel Xeon E7- 2830 @ 2.13GHz,2027
Intel Xeon E7-4809 v2 @ 1.90GHz,16471
Intel Xeon E7-8880 v3 @ 2.30GHz,18244
Intel Xeon E7-8891 v3 @ 2.80GHz,21615
Intel Xeon E7320 @ 2.13GHz,1469
Intel Xeon Gold 5115 @ 2.40GHz,15085
Intel Xeon Gold 5117 @ 2.00GHz,16897
Intel Xeon Gold 5118 @ 2.30GHz,16699
Intel Xeon Gold 5120 @ 2.20GHz,18243
Intel Xeon Gold 5120T @ 2.20GHz,18127
Intel Xeon Gold 5122 @ 3.60GHz,8875
Intel Xeon Gold 5215 @ 2.20GHz,16304
Intel Xeon Gold 5215 @ 2.50GHz,15813
Intel Xeon Gold 5217 @ 3.00GHz,15429
Intel Xeon Gold 5218 @ 2.30GHz,21731
Intel Xeon Gold 5218R @ 2.10GHz,24674
Intel Xeon Gold 5218T @ 2.10GHz,21433
Intel Xeon Gold 5220 @ 2.20GHz,24480
Intel Xeon Gold 5220R @ 2.20GHz,30372
Intel Xeon Gold 5222 @ 3.80GHz,9366
Intel Xeon Gold 5315Y @ 3.20GHz,20477
Intel Xeon Gold 5317 @ 3.00GHz,27489
Intel Xeon Gold 5318H @ 2.50GHz,29301
Intel Xeon Gold 5318Y @ 2.10GHz,33139
Intel Xeon Gold 5320 @ 2.20GHz,37558
Intel Xeon Gold 5320H @ 2.40GHz,31718
Intel Xeon Gold 5320T @ 2.30GHz,33828
Intel Xeon Gold 5412U,50314
Intel Xeon Gold 5415+,24842
Intel Xeon Gold 5416S,35515
Intel Xeon Gold 5418Y,45660
Intel Xeon Gold 5420+,58209
Intel Xeon Gold 5512U,60183
Intel Xeon Gold 5515+,26359
Intel Xeon Gold 5520+,61227
Intel Xeon Gold 6122 @ 1.80GHz,23781
Intel Xeon Gold 6126 @ 2.60GHz,17492
Intel Xeon Gold 6126T @ 2.60GHz,20853
Intel Xeon Gold 6128 @ 3.40GHz,12838
Intel Xeon Gold 6130 @ 2.10GHz,21253
Intel Xeon Gold 6130T @ 2.10GHz,21804
Intel Xeon Gold 6132 @ 2.60GHz,22548
Intel Xeon Gold 6134 @ 3.20GHz,16522
Intel Xeon Gold 6136 @ 3.00GHz,21114
Intel Xeon Gold 6137 @ 3.90GHz,19365
Intel Xeon Gold 6138 @ 2.00GHz,23754
Intel Xeon Gold 6138T @ 2.00GHz,20356
Intel Xeon Gold 6140 @ 2.30GHz,24187
Intel Xeon Gold 6142 @ 2.60GHz,25218
Intel Xeon Gold 6142M @ 2.60GHz,26552
Intel Xeon Gold 6143 @ 2.80GHz,24786
Intel Xeon Gold 6144 @ 3.50GHz,18040
Intel Xeon Gold 6146 @ 3.20GHz,22150
Intel Xeon Gold 6148 @ 2.40GHz,29037
Intel Xeon Gold 6150 @ 2.70GHz,27032
Intel Xeon Gold 6152 @ 2.10GHz,24572
Intel Xeon Gold 6154 @ 3.00GHz,27289
Intel Xeon Gold 6208U @ 2.90GHz,24480
Intel Xeon Gold 6210U @ 2.50GHz,28861
Intel Xeon Gold 6212U @ 2.40GHz,27470
Intel Xeon Gold 6222V @ 1.80GHz,24115
Intel Xeon Gold 6226 @ 2.70GHz,20619
Intel Xeon Gold 6226R @ 2.90GHz,26386
Intel Xeon Gold 6230 @ 2.10GHz,25956
Intel Xeon Gold 6230R @ 2.10GHz,32591
Intel Xeon Gold 6234 @ 3.30GHz,17274
Intel Xeon Gold 6238 @ 2.10GHz,29057
Intel Xeon Gold 6238R @ 2.20GHz,34751
Intel Xeon Gold 6240 @ 2.60GHz,26406
Intel Xeon Gold 6240R @ 2.40GHz,32907
Intel Xeon Gold 6242 @ 2.80GHz,24303
Intel Xeon Gold 6242R @ 3.10GHz,36011
Intel Xeon Gold 6244 @ 3.60GHz,18818
Intel Xeon Gold 6246 @ 3.30GHz,22571
Intel Xeon Gold 6246R @ 3.40GHz,30468
Intel Xeon Gold 6248 @ 2.50GHz,29530
Intel Xeon Gold 6248R @ 3.00GHz,35931
Intel Xeon Gold 6250 @ 3.90GHz,20552
Intel Xeon Gold 6252 @ 2.10GHz,26797
Intel Xeon Gold 6253CL @ 3.10GHz,28549
Intel Xeon Gold 6254 @ 3.10GHz,32520
Intel Xeon Gold 6256 @ 3.60GHz,25334
Intel Xeon Gold 6258R @ 2.70GHz,37774
Intel Xeon Gold 6262 @ 1.90GHz,21823
Intel Xeon Gold 6262V @ 1.90GHz,30116
Intel Xeon Gold 6266C @ 3.00GHz,29049
Intel Xeon Gold 6268CL @ 2.80GHz,34558
Intel Xeon Gold 6278C @ 2.60GHz,32835
Intel Xeon Gold 6312U @ 2.40GHz,41858
Intel Xeon Gold 6314U @ 2.30GHz,48916
Intel Xeon Gold 6326 @ 2.90GHz,32738
Intel Xeon Gold 6330 @ 2.00GHz,42072
Intel Xeon Gold 6330N @ 2.20GHz,36360
Intel Xeon Gold 6334 @ 3.60GHz,20512
Intel Xeon Gold 6336Y @ 2.40GHz,45517
Intel Xeon Gold 6338 @ 2.00GHz,40225
Intel Xeon Gold 6338N @ 2.20GHz,42086
Intel Xeon Gold 6338T @ 2.10GHz,35801
Intel Xeon Gold 6342 @ 2.80GHz,47076
Intel Xeon Gold 6346 @ 3.10GHz,37075
Intel Xeon Gold 6348 @ 2.60GHz,51843
Intel Xeon Gold 6354 @ 3.00GHz,38332
Intel Xeon Gold 6414U,57200
Intel Xeon Gold 6416H,40606
Intel Xeon Gold 6418H,51711
Intel Xeon Gold 6421N,58797
Intel Xeon Gold 6423N,57434
Intel Xeon Gold 6426Y,37944
Intel Xeon Gold 6430,53066
Intel Xeon Gold 6434,28111
Intel Xeon Gold 6438N,52789
Intel Xeon Gold 6438Y+,62660
Intel Xeon Gold 6442Y,58534
Intel Xeon Gold 6444Y,49303
Intel Xeon Gold 6448H,70280
Intel Xeon Gold 6448Y,60449
Intel Xeon Gold 6450C,38571
Intel Xeon Gold 6526Y,42705
Intel Xeon Gold 6530,48117
Intel Xeon Gold 6534,29912
Intel Xeon Gold 6538N,44895
Intel Xeon Gold 6542Y,60144
Intel Xeon Gold 6544Y,49944
Intel Xeon Gold 6548Y+,73387
Intel Xeon Gold 6554S,50777
Intel Xeon L3110 @ 3.00GHz,1338
Intel Xeon L3360 @ 2.83GHz,2412
Intel Xeon L3406 @ 2.27GHz,1104
Intel Xeon L3426 @ 1.87GHz,2742
Intel Xeon L5238 @ 2.66GHz,1073
Intel Xeon L5240 @ 3.00GHz,1337
Intel Xeon L5310 @ 1.60GHz,1385
Intel Xeon L5320 @ 1.86GHz,1118
